sample_id,iteration,seed,Total share infected,Peak share infected
0,0,188947752859704188475909025373061679962,0.4,0.13636363636363635
0,1,285542573009658522788082436388487021124,0.43636363636363634,0.16363636363636364
0,2,41326507729678329381102499203081212611,0.42727272727272725,0.16363636363636364
0,3,185544884507043751866712806073904822681,0.44545454545454544,0.12727272727272726
0,4,92619430239246305123013787787079896837,0.43636363636363634,0.17272727272727273
0,5,106175071853469111582213052929601725038,0.4,0.18181818181818182
0,6,148431469185358402744608782900875503992,0.2818181818181818,0.13636363636363635
0,7,230203399684353837813773976149478301860,0.3181818181818182,0.14545454545454545
0,8,23151643053297135340309102461924130473,0.41818181818181815,0.2
0,9,179966677775788817096265469971676305615,0.3090909090909091,0.16363636363636364
1,0,308036235938058751534379918706834421544,0.41621029572836804,0.1566265060240964
1,1,161134660403660700810903951195154615344,0.3953997809419496,0.1511500547645126
1,2,269695790373386774999637507585347206115,0.36254107338444685,0.12924424972617743
1,3,250299350634656571854475040044664978143,0.34611171960569553,0.12595837897042717
1,4,82771144950955799145735868612056817079,0.4194961664841183,0.1566265060240964
1,5,271473420149953554342494768242523547591,0.3647316538882804,0.1456736035049288
1,6,293834167309634419706615650994050848050,0.3899233296823658,0.14676889375684557
1,7,7422432363139571628957115926393007085,0.4194961664841183,0.14129244249726178
1,8,51093190210469648218758475654969088216,0.4063526834611172,0.12048192771084337
1,9,67500375290237879845076049308049437484,0.36801752464403065,0.12924424972617743
2,0,184727395773249880922515881990705550035,0.6818181818181818,0.21818181818181817
2,1,258555203679164102286921290989573416831,0.9272727272727272,0.3090909090909091
2,2,295354765977295881921863078181710865404,0.7818181818181819,0.2909090909090909
2,3,185105142875690734858011851948844625465,0.7818181818181819,0.2636363636363636
2,4,224488835643739772574970823019465992206,0.7545454545454545,0.24545454545454545
2,5,40307481653324636976134114410883227252,0.6,0.23636363636363636
2,6,35912049401574945660878903306139949620,0.6272727272727273,0.23636363636363636
2,7,89998773821118854237070092255160072814,0.7,0.20909090909090908
2,8,53385957330954364353587731296856663431,0.6181818181818182,0.3181818181818182
2,9,327475574200895945458155356025093452111,0.8272727272727273,0.2
3,0,307262299948652806238360269391534905461,0.19090909090909092,0.1
3,1,130162258273213372694785330320811161679,0.3,0.13636363636363635
3,2,42264301517011402642467226365527582526,0.2636363636363636,0.1
3,3,63457050944019840853747122209686493177,0.2545454545454545,0.1
3,4,143775313447254234554688060983116415592,0.2909090909090909,0.11818181818181818
3,5,103792796392345315309091479173621081915,0.2,0.1
3,6,237191773890873840358146855376532020537,0.2,0.1
3,7,310429808083687090407318990762731822966,0.2909090909090909,0.10909090909090909
3,8,115243956196240797701435671919337988389,0.22727272727272727,0.1
3,9,266260412971432856293221714817475024378,0.3181818181818182,0.1
4,0,203943744787603835040935335592201990857,0.33636363636363636,0.17272727272727273
4,1,128412480856236728753231947804236218808,0.45454545454545453,0.13636363636363635
4,2,55573772212529511533958825751662733449,0.2727272727272727,0.11818181818181818
4,3,80255394351410486666326409070369400861,0.5,0.2
4,4,94242432560389662790863362396407001700,0.4727272727272727,0.18181818181818182
4,5,161783786136142440284512455063723289672,0.4818181818181818,0.17272727272727273
4,6,297268847612598778413885792148109373135,0.3181818181818182,0.13636363636363635
4,7,254346175780935585242331734991790040278,0.5454545454545454,0.20909090909090908
4,8,296591821905858663044087740427143173532,0.5272727272727272,0.15454545454545454
4,9,259908788456986780441252765827429761835,0.37272727272727274,0.15454545454545454
