sample_id,iteration,seed,Percentage of burned trees
7,28,326540069049298228945385569901246974778,0.0627318718381113
7,29,309833102519469182887787753109198501356,0.06543001686340641
7,30,217047857628385169824232883439787267367,0.06340640809443508
7,31,31477492029461823784275187102589843770,0.04384485666104553
7,32,174178670935170541989929793710792468024,0.07790893760539629
7,33,19100328285276532342634855897090248253,0.08870151770657674
7,34,316236338525825121025587083335990199531,0.052951096121416526
7,35,3538896043251791038124593178828290505,0.04384485666104553
7,36,36460320786484470468530827581759147357,0.0387858347386172
7,37,271167365473777119745306236897788183875,0.04856661045531197
7,38,169414599700916969757518568006258177622,0.044856661045531196
7,39,42526240521642743746938514663784429329,0.06509274873524452
8,0,210001229712902948756560306751104719157,0.09216886883660973
8,1,265994793920326600764234519463104675953,0.13760876571060265
8,2,207808570098826831529083473890405996062,0.07960038672252659
8,3,84357859008857237327984556425958375976,0.08346761198839832
8,4,94212222591706547283661984339861281050,0.0412504028359652
8,5,204439186787098638367225867349672437488,0.05220754108926845
8,6,156389992926158364485120828057952961712,0.04995165968417661
8,7,26616326959066223551320781633989081017,0.06252014179825975
8,8,196732840961103496349006920162767143795,0.056397035127296165
8,9,132549264845154139830760149319715138222,0.07831131163390267
8,10,205451248012554832027216339343006796935,0.06348694811472769
8,11,309919569435398548884841397843439546724,0.06928778601353529
8,12,256781622491569418088028727396338413362,0.037705446342249434
8,13,70887042670777836087567507086297785235,0.08443441830486625
8,14,153562192320967734845564688502105053149,0.05285207863358041
8,15,60449995342160232167812332148714429667,0.039639058975185305
8,16,176584197551125082563572276529458593893,0.050918466000644536
8,17,22721189092654180769271874799331142311,0.09378021269738962
8,18,209942759622496334128340632372362475374,0.034160489848533676
8,19,30498901561085274037601237139600702007,0.04962939091202063
8,20,233359722819572331217815322574414579045,0.07508862391234289
8,21,265774505084097406136443046385417094781,0.039639058975185305
8,22,41627635362529683745932765655128332003,0.08959071865936191
8,23,147013962437196527938177699377625378811,0.056074766355140186
8,24,258681275826641123363307284302746820385,0.061875604253947794
8,25,203675515502046700664100878773848389415,0.06123106670963584
8,26,141083968154124363182117901131409627113,0.0705768611021592
8,27,241474268982749924101730247348480874093,0.04221720915243313
8,28,169345208454745854035540698939005899906,0.09055752497582985
8,29,38738329867392542566322687617443704557,0.051240734772800514
8,30,302239410728325457465703694235421193026,0.05800837898807606
8,31,250183783864994870324236580482175687709,0.0705768611021592
8,32,78670258976412092301749689092630020189,0.06928778601353529
8,33,32397372681665257523024369090114363519,0.08475668707702223
8,34,260150875980607559943392238208479608629,0.044795359329680956
8,35,72742764925114898395575620241070572124,0.05446342249436029
8,36,290547197271804159857702512372138779032,0.05510796003867225
8,37,238888454200369216607521999649711602931,0.05800837898807606
8,38,133879900221052556551353191528463653834,0.06670963583628746
8,39,320746450190135556808919423579055858292,0.06058652916532388
9,0,8652584392341147215028819225862642165,0.07867941993211972
9,1,107680737923744562193691841183023871765,0.08423326133909287
9,2,334412020649832286093637509319378009755,0.07158284480098735
9,3,22642735573626268100148466753982264675,0.0829990743597655
9,4,195193376132069364231002379719923450513,0.05646405430422709
9,5,142965336333663565213782465073625526787,0.10552298673248997
9,6,325125725517489300785500225835107200628,0.06695464362850972
9,7,57209128091126409724227303279427233534,0.10212897253933971
9,8,142890895078161921332644070593489550478,0.07065720456649183
9,9,147971435340015522462217188326456006654,0.051218759642085776
9,10,247592602217324435200189196413497533103,0.10182042579450787
9,11,116172576967852831638031526219388239478,0.18512804689910523
9,12,256169640900793405047341522825312918472,0.07096575131132367
9,13,141763824023175322338951499911011802022,0.05924097500771367
9,14,142915414241424262201530145258117345426,0.09441530391854366
9,15,90299515256659182712616122372792982762,0.09410675717371182
9,16,76390080546636529345468764681298759846,0.08176488738043813
9,17,215089644869316424193812042475749352239,0.07065720456649183
9,18,109350358074391552422907089605035180439,0.08392471459426103
9,19,323941463162249744134667791784408563553,0.06849737735266893
9,20,204425308424412827161541837094928112694,0.058006788028386304
9,21,290622665135432976660368017990646826450,0.05152730638691762
9,22,213240811295717095206979033116723185398,0.1042887997531626
9,23,143597532097839123596995641404271671638,0.10027769207034866
9,24,286420158091788488759591787294217307954,0.09132983647022525
9,25,42189249909464075758587810416073907416,0.05368713360074051
9,26,295367067770219173695715514448682525598,0.08361616784942918
9,27,147563475653222863692146766372929704147,0.03825979635914841
9,28,88480270106489129016536979246336573760,0.07158284480098735
9,29,235694638123451109445396726956898784075,0.058006788028386304
9,30,42084729464288442385770003884408429001,0.05060166615242209
9,31,103849107082722251874607225130325983717,0.1181734032705955
9,32,42231553449090029054712455349850408000,0.07837087318728787
9,33,144313982766703926305114296409458805863,0.056155507559395246
9,34,175106431678644129067037062826300177174,0.09410675717371182
9,35,333238560841077115622522306897216749163,0.08546744831842024
9,36,154111055349394987365379218090237836705,0.05924097500771367
9,37,182673879809414346575478996858542272596,0.033940141931502625
9,38,76728779602961714829629073750019085762,0.06078370873187288
9,39,258704554849063413830246827516994028303,0.07528540573896945
10,0,2837061070348482796759476832846746430,0.04409588635691033
10,1,62593732889169930427584006276681129653,0.10062148564664102
10,2,261207511756794899794166665835430230432,0.09470257472625036
10,3,176380282933558026055697037365812414844,0.07812962414915656
10,4,58162451708417078025846003109304322362,0.13287955016277006
10,5,278844682855780031648117593348756665752,0.07783367860313702
10,6,85039380257922246936594962485008607112,0.1405741343592779
10,7,325713717865443996210843934366145283865,0.0748742231429417
10,8,240506917625158240474181650073423694273,0.07842556969517608
10,9,18249001174814758694770126211876248476,0.07073098549866824
10,10,332537085970042288836646381436852833803,0.17283219887540693
10,11,239787140133356985914916075340310050057,0.05978100029594555
10,12,196992091431363238704892499826984319246,0.127848475880438
10,13,49698781604597474914475165944072734366,0.06688369340041432
10,14,205308768967059564832290691604598467552,0.08967150044391832
10,15,118315701923961331167186046410809239661,0.11630659958567624
10,16,280907585815285957567970983722877911439,0.11837821840781296
10,17,173011439202768705234636597804357093292,0.05652559928973069
10,18,46445964997944486805074015402457522099,0.11571470849363717
10,19,251414926860011338801450221544320609489,0.05179047055341817
10,20,100764077269490477450026348496799227940,0.08345664397750814
10,21,122208864568115292289533515341666202264,0.060964782480023676
10,22,165283455254016489921535562928966452075,0.18940514945250073
10,23,277017971081837489831805084021955545740,0.062148564664101805
10,24,238075435960999303044397263974380065326,0.041136430896715
10,25,18592351693626706332564318616471121086,0.11453092630955904
10,26,154500571141781698296277736128252731983,0.09529446581828943
10,27,219638681817186788344389114628211436547,0.14087007990529743
10,28,127764443105838889008232550063299460558,0.042616158626812665
10,29,190157577289796133578210787876101215851,0.1562592482983131
10,30,182417830050113991423953947872623122621,0.053862089375554895
10,31,115120508643467340634265951845204692974,0.10091743119266056
10,32,183769158050813126217589264178814753278,0.07931340633323468
10,33,294222388256586843191380805375248366452,0.05445398046759396
10,34,314004598862755531030097639671220981704,0.062148564664101805
10,35,143299950121865547128153995170575070352,0.09203906481207458
10,36,234244569197685115837527862190392151896,0.08286475288546907
10,37,323458590490740495069978073746305428291,0.1633619414027819
10,38,256608151053393604560656294879809487901,0.08641609943770347
10,39,9176857590064625430666687477473264533,0.09707013909440664
11,0,319264229957532443185252444622355732847,0.1017912994029002
11,1,207446537874236191687371034107790688505,0.19846460051179982
11,2,31741553852859869509733359065257720871,0.09468296843901051
11,3,97937867219455019399274098679692835311,0.0995166334944555
11,4,162569999778373577701341954328543869799,0.09781063406312197
11,5,337634519620829468678096014763320923281,0.08586863804378732
11,6,62401096264713238620808403999086153590,0.10150696616434461
11,7,13490287594550594238101586900363951543,0.1174296275234575
11,8,132928863777868624505329317310871788877,0.20216093261302245
11,9,302852403805689020744676298398436382517,0.13164628945123685
11,10,293746050883499420411307090016700891291,0.0952516349161217
11,11,173894181038596420080514170567690627166,0.13790162069945977
11,12,324884689606892059416978777254155935389,0.07932897355700881
11,13,227884095157716436693935590552761463751,0.1106056297981234
11,14,53167619804153680603409167903258860343,0.09695763434745522
11,15,295629195739989331028716907109595357537,0.05373898208700597
11,16,292948049523138329624505727246084633142,0.08046630651123117
11,17,185563218173136699329946359164538190280,0.07904464031845322
11,18,248970792484886968005505921668576904295,0.06255331248222917
11,19,211198519511773799538346591550458949280,0.12340062553312482
11,20,282714439647019441014226111496407561443,0.16036394654535116
11,21,191508594913936528443173641017036299570,0.12027295990901336
11,22,167210004161979497695484682595748016263,0.0975263008245664
11,23,271400008755664212571687893104659075748,0.09866363377878874
11,24,26562424296806463917605121681756039869,0.06113164628945124
11,25,30904162318976633038952817397141114956,0.09610463463178845
11,26,139933934990013458391159036939865299309,0.11373329542223486
11,27,153610199510935104452255068029429968653,0.1350582883139039
11,28,177644133674950897814994352096199070657,0.1660506113164629
11,29,189425381078698184592303784140448544221,0.13193062268979244
11,30,313279242093537741713754477902594193123,0.08785897071367643
11,31,220557888497177506399749153494172322645,0.09781063406312197
11,32,185411019156755003121754113923265686168,0.06397497867500711
11,33,83873413477157244464843325444058284569,0.20301393232868922
11,34,98536837916533479159962918139008669614,0.11174296275234574
11,35,297899350641968806601758219673553930161,0.10235996588001137
11,36,321094727082333536000659566508410787755,0.07876030707989765
11,37,30360913132547052857799548330998337319,0.2123969292010236
11,38,127864531774024032001710003496432911358,0.08274097241967586
11,39,146634380657564567974394102047300310371,0.09837930054023315
12,0,214470772651443177865590935333960418650,0.2079343365253078
12,1,175991525920588282835340776511543288496,0.1411764705882353
12,2,337761537943273967294420362329832441063,0.1816689466484268
12,3,289922686793293152081245504457835850469,0.08481532147742818
12,4,72149436364465542414406180930572358502,0.106703146374829
12,5,22960747851268880990462013133275160169,0.058549931600547195
12,6,72490495514360235625401002022988959357,0.10232558139534884
12,7,258488768675963690569302193652607926954,0.14309165526675788
12,8,181603775359454212970373775076860474444,0.29220246238030095
12,9,99227371811316405582544415650969552146,0.1389876880984952
12,10,233891229954616408975647721876671223528,0.15266757865937072
12,11,292474677939062699126047639795007370284,0.049247606019151846
12,12,305597103768367118226050811441039026383,0.1630642954856361
12,13,243798763595158164924043410997421234096,0.2429548563611491
12,14,85309481324659390860857835454429162817,0.12995896032831739
12,15,128987702035776289038730472187105945680,0.11518467852257182
12,16,294732892354463503898455776005722537420,0.08317373461012312
12,17,279140202082118233211762458178425550133,0.06073871409028728
12,18,21741580513956359643393147522688858640,0.09466484268125855
12,19,226360928864234982137636758625584694042,0.08317373461012312
12,20,126597212402835851129819649847233582526,0.14555403556771546
12,21,4462432612601319798074106323754078440,0.07523939808481532
12,22,136876353648449257233430199959439031418,0.16169630642954858
12,23,202898562413931386923398304569398251623,0.10287277701778386
12,24,49496693613487830655645116453314482895,0.07004103967168263
12,25,62689548117511418072940880600612835619,0.08372093023255814
12,26,175862908138346613002993945112829748195,0.15266757865937072
12,27,55046066137164074995761364292053073797,0.16333789329685364
12,28,94383373689380489541102040980244023786,0.3135430916552668
12,29,318377341974171616921589437842338469689,0.1491108071135431
12,30,213075537805171519537699381422357879800,0.17373461012311903
12,31,91162060817926214549721339647392554373,0.11545827633378933
12,32,301495674587341842558496879871421401475,0.11655266757865937
12,33,61168555805593209158558719341065186109,0.07797537619699042
12,34,280539652644293556980916089223800570161,0.2030095759233926
12,35,131080386494890174313637985356922998725,0.12366621067031464
12,36,95422632585011654747874969052863607302,0.25444596443228457
12,37,288002568974143273740711774780960155361,0.10341997264021888
12,38,167466132226184657046294467478113026889,0.20738714090287277
12,39,177859824205150759358936971643885132940,0.10287277701778386
13,0,78229450791134915428957134322723563119,0.12707619298708148
13,1,105316130911078515499510652286437324171,0.2030055365146322
13,2,133809913678301735222021900117992414115,0.2565251779593989
13,3,33374484914431504464711100020404368226,0.26311626680727657
