sample_id,iteration,seed,Percentage of burned trees
1,22,95794841859302368435071137458162073075,0.04679457182966776
1,23,264530821474688410173202049241193806433,0.033224145999064106
1,24,173039483146110431485068544989443656347,0.04258306036499766
1,25,178097421205270028503039562844734152666,0.04539073467477773
1,26,180871788925097082282949290557039826225,0.03509592887225082
1,27,70599682280772536013514250456915726682,0.04071127749181095
1,28,114104321845589003932966680086171680303,0.033224145999064106
1,29,222031490931577310614161059816737189963,0.03696771174543753
1,30,6958292903001677522875198538180044792,0.0397753860552176
1,31,11817285104117746698279839931090669640,0.028076743097800654
1,32,118522976425902554909522533321096816619,0.030416471689284044
1,33,197932636104224867218901768994151070016,0.036499766027140855
1,34,172355473828180024156961013840958910446,0.040243331773514274
1,35,253628695711485354323003431297469503974,0.039307440336920914
1,36,69359666023724355459909820676348412002,0.034160037435657466
1,37,249295230077229097411406624773759665512,0.034160037435657466
1,38,102093143404208953909035260794111097290,0.0271408516612073
1,39,30873214459104868836351942994423089653,0.030416471689284044
2,0,310407180531717296060004479846755370716,0.036923076923076927
2,1,246249575976265505277138007982069195212,0.05142857142857143
2,2,75350491927919440839228468703412381084,0.035164835164835165
2,3,222310542579116768097560636094615839361,0.025934065934065935
2,4,127137577198363727549417395903792995730,0.03604395604395604
2,5,336944848263449173549946017073399110575,0.024175824175824177
2,6,24616852963072445855631732844669879991,0.03120879120879121
2,7,145833760794380448535537240970142723819,0.04043956043956044
2,8,5969274652838847883303325658390276987,0.023736263736263738
2,9,100873880526827849735044437358828137247,0.04483516483516484
2,10,53008803865405948896235852216184813915,0.025494505494505496
2,11,266725708130133277440141854331285378062,0.05450549450549451
2,12,213526966557804970527191710821892190100,0.028131868131868132
2,13,201264135883561806103124244084346004895,0.03736263736263736
2,14,5105102844845195285472867172615092319,0.03956043956043956
2,15,299013243614551501624252838572545952466,0.033846153846153845
2,16,339781077028965689203791087689398615004,0.047472527472527476
2,17,163233063673205994912004418465307666696,0.05846153846153846
2,18,101411372368858086311792532412221181289,0.03296703296703297
2,19,33908008026424584924277892465576465398,0.03912087912087912
2,20,257551990291426117403910769139646818524,0.043076923076923075
2,21,308837507380122472265712661559768020544,0.03868131868131868
2,22,118126306989266524590602112248653519905,0.025494505494505496
2,23,129982323432443162627589419739430212415,0.037802197802197804
2,24,185753501410037196822155481193549799641,0.04043956043956044
2,25,228118959141866591288231412728442428694,0.04659340659340659
2,26,97715388898562303929083787940929103513,0.05450549450549451
2,27,259461884842784833028462993496505488094,0.035164835164835165
2,28,66185092387803225069861492368694556367,0.036923076923076927
2,29,71640094769827367422626725897567419055,0.03736263736263736
2,30,231946722132670084762620912192343067163,0.03604395604395604
2,31,58678405077928796118018893228685884971,0.03164835164835165
2,32,279723960195987156501547888890647718975,0.03340659340659341
2,33,182782997292115006975267771687173811053,0.035164835164835165
2,34,278531887905982722995143300610152870517,0.03736263736263736
2,35,215128092445320524857447200794768892522,0.047472527472527476
2,36,144314880884907013791472689506397326869,0.046153846153846156
2,37,3536972306197399605976986797659380135,0.03120879120879121
2,38,48535524618485171901769171267963371802,0.03340659340659341
2,39,317302266432333038990927770596937502564,0.047032967032967034
3,0,181001372048754941831891183190805511633,0.03812681309573145
3,1,80285769251495665381438954765188999706,0.040198922503108164
3,2,273233714550758210830455289526431173165,0.02859510982179859
3,3,90509848192994260823471347630077953871,0.04973062577704103
3,4,254321469646774337166614896320380945121,0.031910484873601326
3,5,101399569799505980958418137042512317421,0.026937422295897222
3,6,3168642813691164827540134969547636611,0.030252797347699957
3,7,318842043509331729208314574853645978783,0.03978450062163282
3,8,221558116998373320712072432074785707172,0.027351844177372565
3,9,56911891002375399661886273761506394616,0.040198922503108164
3,10,293845134107647812491279552032917957121,0.029423953584749276
3,11,335555624995841745752829804351094018058,0.048901782014090345
3,12,74784584879226668780941176566790802728,0.048901782014090345
3,13,251150645902646660099725581139927707622,0.04475756319933692
3,14,221877847444164096240613295976006273111,0.04931620389556569
3,15,17940647160827997105665659355608579081,0.040198922503108164
3,16,117147924906701177775828842728250720817,0.04309987567343556
3,17,28628217038208304926254082800646689955,0.03439701616245338
3,18,49685478096451880521681211046125829981,0.024450891007045172
3,19,271508668460014181136847369231834678556,0.0435142975549109
3,20,104455351857501367927075093797827894918,0.03398259428097804
3,21,47179467851822277158745834446638306122,0.03812681309573145
3,22,53243485383937445160322753456218123899,0.03315375051802735
3,23,231967636463685416636217033668656887435,0.04185661002900953
3,24,25813154055927109041016245726148220809,0.03605470368835474
3,25,2596154473087002946678099681917590090,0.042271031910484876
3,26,307851114813538040260366611682042677857,0.03937007874015748
3,27,156163584179920963794714643619219494486,0.055532532117695814
3,28,228663123155222733351355299528279729099,0.05428926647326979
3,29,280609120033705066212814205059524293050,0.050559469539991714
3,30,6557084148336552123029618665896485813,0.03978450062163282
3,31,332023772469247775794924495289141470737,0.03812681309573145
3,32,64711452624874691704755751460940745111,0.033568172399502695
3,33,87632156901479827491009632298108305690,0.05180273518441774
3,34,337176913260576964049163954732638817809,0.04434314131786158
3,35,286831393136042341248604792755739624521,0.024865312888520515
3,36,266791507583832519183228026959924912997,0.03481143804392872
3,37,36965599902557135021868860966824232559,0.04641525072523829
3,38,286434463568940720983190563953307018642,0.036469125569830084
3,39,290529446835842879027269303897815656317,0.035225859925404064
4,0,222621821565208453562247672550546335008,0.042336338690709525
4,1,262378977757846672892022735116780555929,0.041944335554684437
4,2,54264139559012848598484996015477928599,0.05605644845158761
4,3,286788972387155473314378010521060152069,0.03057624460995688
4,4,204876211685164364379935356178669890612,0.05605644845158761
4,5,313552643369042281353897670224244050721,0.051352410819286556
4,6,203202244616096260997572661760907887983,0.04900039200313602
4,7,246210185719883762857779464820682851055,0.028616228929831438
4,8,60269324780407424731244407380753305620,0.04155233241865935
4,9,28203328345832029712272927253557059145,0.041944335554684437
4,10,150331029717959124210805978104075669189,0.042728341826734614
4,11,132748340619504548443129937330824325274,0.03018424147393179
4,12,275713292906450398687017967647369970356,0.048608388867110934
4,13,43437336959615746616687998206155471625,0.04076832614660917
4,14,69779805123661532577141253258082838094,0.04116032928263426
4,15,92657792025896755419704144510298240300,0.03606428851430812
4,16,86869713468553266179607397579619401708,0.029400235201881616
4,17,267297149991364804284685314826277763888,0.03959231673853391
4,18,285316714044476597759114831457952423304,0.026656213249705997
4,19,331804266195823668400233695442943451431,0.05409643277146217
4,20,80000035018831742626773141628862292917,0.03136025088200706
4,21,66946342748090673818032803248297637637,0.06076048608388867
4,22,240994029652205970993066045777401243864,0.03528028224225794
4,23,76545117629336602652368924062901772569,0.03606428851430812
4,24,41530818772108202778590388111407039956,0.04429635437083497
4,25,167209521447775531735788352763392913500,0.05213641709133673
4,26,169729713977871619711350034261595660654,0.03567228537828303
4,27,162581640594205219000168182474157735057,0.04508036064288514
4,28,306298035852245624680719311003729639758,0.03684829478635829
4,29,265587141585449854570223318370751949707,0.032536260290082324
4,30,196784030743942647444464359187467291589,0.051744413955311645
4,31,62687092648322870723567840179794508708,0.0497843982751862
4,32,201973305616399243294662806470006369390,0.04390435123480988
4,33,55140628429494856150716929773402644511,0.039984319874559
4,34,75672987875559723910884787127036236747,0.03684829478635829
4,35,261625514550625587035365202353141812009,0.05605644845158761
4,36,174617605930227475413994162400645402493,0.032928263426107406
4,37,282751119959917998008482715759683413186,0.03841630733045864
4,38,179674016217873921343649897989544839703,0.04468835750686005
4,39,22231287537681028964719414258417137915,0.04547236377891023
5,0,140633568669791049470346669479285641241,0.07735217552993678
5,1,282550808038248263820621152336256514783,0.04685756786909632
5,2,24110219638856933838623547918663654421,0.026031982149497954
5,3,323588600593975465353026740883726231210,0.0405355150613611
5,4,45901156556835786565000152904021224743,0.04016362960208256
5,5,7683086596443759695224432445974779938,0.05801413164745258
5,6,318432693449332663061360904701049095972,0.05801413164745258
5,7,7610691155557921477138278758966142217,0.044626255113425065
5,8,258843893790992674535287576839992089975,0.03904797322424693
5,9,179564358177410714473406471196582703989,0.050948307921160285
5,10,283055242755637496961002815080058986052,0.04908888062476757
5,11,15807532557082010277162776910973942022,0.04871699516548903
5,12,176293649221757523106734959421002541271,0.044998140572703606
5,13,28702007346108824862978754078341326407,0.044998140572703606
5,14,102062109952991116717252989309222068135,0.0334696913350688
5,15,53216113911659616501307551482271696846,0.04648568240981778
5,16,90925717756515272856392259721973173089,0.02863518036444775
5,17,250151591972956805496727860500914165686,0.03570100409074005
5,18,111305402631271020089144009239042641539,0.03718854592785422
5,19,217917225701187641775233786931100069104,0.03904797322424693
5,20,302776641397093485929914852943889388869,0.03272592041651171
5,21,52544958237693086715599827868027094094,0.04685756786909632
5,22,274839454440924356516030108783870768091,0.04908888062476757
5,23,65880889817796899985922144309486630654,0.05801413164745258
5,24,198825945767460813190394766497466455511,0.04871699516548903
5,25,88480761679983820736481819422249296602,0.04313871327631089
5,26,12881088451707912952118789595414409493,0.039419858683525474
5,27,18902430890847901717466825780063232712,0.029378951283004835
5,28,31902933337425877647704008696682789289,0.03681666046857568
5,29,4364181676830250692126966467373939384,0.03867608776496839
5,30,3488458413378894229026908107260332905,0.04537002603198215
5,31,272356599461237203094638581440053122313,0.04908888062476757
5,32,221727269561068796293250455591042212480,0.03904797322424693
5,33,301453899688007078876885132601091954502,0.03272592041651171
5,34,51185017877068183009451335815659200833,0.05355150613611008
5,35,270954778950115244403129862297682978614,0.050948307921160285
5,36,82125376490637219140493456548738219498,0.03570100409074005
5,37,134030337749263356913608953204809385886,0.04871699516548903
5,38,243370752369676804898099095675206540332,0.05169207883971737
5,39,105362148148684379994306922437607480818,0.03904797322424693
6,0,199936877624514291434905652606421589982,0.050229925716307036
6,1,295566320213838491389529021176066748586,0.08171206225680934
6,2,199873361012648377382948452934250916129,0.04067916519278387
6,3,134421642299904184481755445342637050915,0.027237354085603113
6,4,321876310582224631508217700848688790109,0.045277679518924654
6,5,64088211434131815720157506076405036171,0.05624336752741422
6,6,233922303423673261267151879068979784733,0.047753802617615845
6,7,205042445078238830773972852600253328290,0.04598514326140785
6,8,190925009995014328050126109039127287114,0.03820304209409268
6,9,311373401743991437612038750527546139617,0.0307746727980191
6,10,88201632991156930097143209517190300427,0.04350902016271666
6,11,156596074282470502732932956662019484148,0.039617969579059074
6,12,65882788994165656955777541735908702538,0.027237354085603113
6,13,217053246644636394565011698245838418532,0.04103289706402547
6,14,100691372979088622063113615204016627540,0.04669260700389105
6,15,135763155259107541813875856150430577112,0.05730456314113902
6,16,235919965890464040899885695330722945550,0.06756278740714539
6,17,121271931318887338933947036396138164903,0.05305978068623983
6,18,27150524696674862744108698841973549952,0.049522461973823845
6,19,96889971688011461828088106830892382656,0.04174036080650867
6,20,308623613774427943884994235086634032550,0.08029713477184294
6,21,139564073758308714751387031084273170625,0.042801556420233464
6,22,58473942739212175638579708116601865690,0.06968517863459497
6,23,22572752342639815401661117381344586220,0.049522461973823845
6,24,224996602301235224629958517418322037059,0.033250795896710296
6,25,277577317138207910243766539267275656297,0.0325433321542271
6,26,303950444538152531256534972722692248423,0.0633180049522462
6,27,232230639884162706584119502303539983668,0.06897771489211178
6,28,207559780536623090078331140682845469773,0.04103289706402547
6,29,77480096323557919133678326281457152222,0.03749557835160948
6,30,269575206605584420700431394744519656329,0.04987619384506544
6,31,44652431955168810729051595024649234233,0.06897771489211178
6,32,233929636834481028411896388680375075694,0.04669260700389105
6,33,118176723890010427098594243779294023251,0.0318358684117439
6,34,149524104000980874073459693515865185760,0.05341351255748143
6,35,291024697650161939404456170857190289583,0.029006013441811106
6,36,254580033414220661638503538913929151240,0.030420940926777502
6,37,163369716031067003760296249638507550811,0.03749557835160948
6,38,34897169082042017370677906987647609260,0.038910505836575876
6,39,200403585664461436099305727338070648030,0.042094092677750265
7,0,292428954120037754033315147202510235630,0.06205733558178752
7,1,338125496161807959160824042566297585172,0.04991568296795953
7,2,5386225468031653189093981305673741915,0.04384485666104553
7,3,57578628667738086430095144716061375899,0.042495784148397976
7,4,275791416947503536444005030530727479592,0.06037099494097808
7,5,173917550627514793737477886043166260616,0.0596964586846543
7,6,338357521405639432230209811650974552789,0.07284991568296796
7,7,320428687804225249296424330746283882495,0.06070826306913996
7,8,101306206499077434955009955194566967576,0.09342327150084317
7,9,309983698631257160574582904295143130486,0.061045531197301856
7,10,331046624645832020550417870280433002745,0.07082630691399663
7,11,277623973929472463576702209116390526267,0.043170320404721754
7,12,172650562958845568052215027804912701783,0.05801011804384486
7,13,66793236081988584169029929268496768006,0.07048903878583473
7,14,238545424061247033943783010279617348351,0.051264755480607084
7,15,221370432709665082706733254185934956803,0.048229342327150086
7,16,283090733034311120374162224466563558838,0.06070826306913996
7,17,81223051347317633954311362154284521909,0.05227655986509275
7,18,261817164663962191281092332208424487305,0.055986509274873524
7,19,103456670690530090592284954865134709793,0.06239460370994941
7,20,196439286654093381083692011740598430927,0.03406408094435076
7,21,134202498378092370767292245727897219575,0.03709949409780776
7,22,154474028066180782339698944755716690951,0.06408094435075885
7,23,330261842136484090590119658217894305568,0.0657672849915683
7,24,340220273270946047933754718630952883594,0.06441821247892074
7,25,188895294969042152802611336203131125113,0.05261382799325464
7,26,209518770071722308353820080906079570391,0.04451939291736931
7,27,234520694567775261996717364385097895213,0.06846543001686341
7,28,102651765587729538321430499468575098943,0.04924114671163575
7,29,280313344797976394388778927369324689358,0.10185497470489038
7,30,125167346010741764492114974673935111615,0.047892074198988194
7,31,54958275373471763450016740706013888932,0.03912310286677909
7,32,296263471909608695060993967598310569488,0.06138279932546374
7,33,170127908189747954124071076146169843776,0.0596964586846543
7,34,190387779888561846641260055133024123219,0.07959527824620573
7,35,322232864603249127907179498713727957303,0.055986509274873524
7,36,11396293280595736519124502141234083835,0.07116357504215852
7,37,96591715010842530689460974588787517353,0.10522765598650928
7,38,162027488173944345920106887114262780801,0.08397976391231028
7,39,133590278102498736511374113455373898989,0.04856661045531197
8,0,96212185794002709375716892448647759089,0.04672897196261682
8,1,32928546340245583341804462576326666824,0.056397035127296165
8,2,250630992551605065657648617912392814081,0.05059619722848856
8,3,75708996205843022302367242136980624811,0.0763776990009668
8,4,47312758501041887334667216563591009722,0.06219787302610377
8,5,91319269290621946141751626243882076202,0.05027392845633258
8,6,96158497350380657263108356732060088388,0.05994199162101192
8,7,94509799380925543028733121786871204953,0.07605543022881082
8,8,291339280754168017363465183320643742326,0.051240734772800514
8,9,251145584766235269135364680760928704731,0.07025459233000322
8,10,43295250760540840530628144692353485500,0.03931679020302933
8,11,202264089858207847441535097818231207111,0.06284241057041573
8,12,176750656423008603442572350182498797176,0.07444408636803093
8,13,210749901092638290851703637352597520899,0.07251047373509507
8,14,294362325730438926356067547872913799606,0.05414115372220432
8,15,233224308620571680093806719634665039201,0.06735417338059942
8,16,101397959188895551671004871777124190451,0.04028359651949726
8,17,152926131254359603628642445924765544021,0.07734450531743474
8,18,221863797895947159245386418905085817982,0.07186593619078312
8,19,145636375062796058879053631633497949468,0.06961005478569127
8,20,288019797695254510123178918799268229598,0.04995165968417661
8,21,195516097251897529733264285259939204780,0.047695778279084756
8,22,131125385230642463401851745750527059274,0.0470512407347728
8,23,115312684271984592813792824654147025994,0.07122139864647116
8,24,130268701797517423881023650510547820548,0.036416371253625526
8,25,19871395436828135787771172283152717856,0.0602642603931679
8,26,253395947309495292937364828919203616872,0.05671930389945214
8,27,177018833329684103268730390528485216116,0.04221720915243313
8,28,98353564531718310944004795580337422647,0.07605543022881082
8,29,220204825936170402077434982345252139895,0.05478569126651627
8,30,6995487347779092088520617923587953066,0.06542056074766354
8,31,281105701657975173678820102976652493822,0.06348694811472769
8,32,98316761887147017099379454713971348649,0.04995165968417661
8,33,105027373675390359770295578032324363376,0.045762165646148885
8,34,73255511865721068937349861435475364065,0.07154366741862714
8,35,273908096467028369104223748431905055148,0.11827263938124395
8,36,6256581277572880119986593207844260998,0.07154366741862714
8,37,303618837434973184742731283321069782416,0.051240734772800514
8,38,34097050338065406923766258758927374983,0.07347728005156301
8,39,339541900270815958305554936911205043244,0.088301643570738
9,0,101541795385470259192543914335586225534,0.06726319037334157
9,1,8911059675412009153396414168991428227,0.07775377969762419
9,2,232902317162866260017188016948969291137,0.0947238506633755
9,3,217022051609307362419999632478590821652,0.08423326133909287
9,4,20331029482977117202637587738275493990,0.08176488738043813
9,5,47933390997674563473936808223796604919,0.04134526380746683
9,6,121353827923977248020897540972451395970,0.07158284480098735
9,7,69318272353066518869199886813609366510,0.09225547670472077
9,8,89419135564233767853022598409134021511,0.10027769207034866
9,9,170761487509144265124265328460430664943,0.09719222462203024
9,10,111199449029866091888466994039516445486,0.07065720456649183
9,11,131193669511793858882565094782448204769,0.07898796667695156
9,12,257725720644052390304999047470703001352,0.10583153347732181
9,13,319750077521147038241488018745526340423,0.06818883060783709
9,14,514550961560951527823091357761697595,0.0910212897253934
9,15,43689868085039416181553918360085310542,0.05954952175254551
9,16,91036935613331648813129525223402615675,0.07466831224930577
9,17,185708841659594416857483941588765882200,0.11416229558778154
9,18,7216344110584547682888820991923797717,0.08485035482875655
9,19,87129465106871781839358199963759882357,0.1181734032705955
9,20,296355151938608516756710223292306291992,0.06510336315951867
9,21,244900264517659070478313863767552475081,0.0521443998765813
9,22,129956341863523343932460348983108809942,0.07497685899413761
9,23,333786789614888950113352581217307775047,0.033940141931502625
9,24,251365161094765888344923293101596014069,0.0660290033940142
9,25,326391819219132830439859560967278197898,0.05924097500771367
9,26,96614465445472439263354604300564293518,0.09719222462203024
9,27,299099526789460513834581786350669108628,0.05677260104905893
9,28,336108335853428094142532218590590441821,0.12249305769824129
9,29,1888281675968287237597955881398059826,0.09935205183585313
9,30,274679586034244331684318897005932811105,0.05060166615242209
9,31,207624285754987147626603566861956556451,0.07219993829065104
9,32,78906426407180689946224986892547654259,0.1373033014501697
9,33,269351696591268829512935961468521086434,0.1218759642085776
9,34,99060032082895605979007888343644764136,0.09040419623572972
9,35,324332866202893847401358363839822523532,0.0697315643319963
9,36,152125258692469286185374848955744115478,0.08145634063560629
9,37,316284638899436343794224746867301198089,0.04473927800061709
9,38,338272118533032200918010497498880471427,0.050910212897253934
9,39,272660177030878743005295233455760111763,0.06818883060783709
10,0,252893495269997090610212381089543462231,0.11630659958567624
10,1,142116646817876802533767119448312935898,0.11364308967150044
10,2,44063746654056117568255617125547035542,0.07812962414915656
10,3,46227254383869558699333757771000489254,0.08227286179343
10,4,51078968728810276729476973083390685377,0.05149452500739864
10,5,300850960481643229784206802716807819167,0.06599585676235573
10,6,214888427541967239317878782286637768354,0.06422018348623854
10,7,323649586518387955894368807881762261060,0.10417283219887541
10,8,105820089683330460241419193669383561919,0.07161882213672684
10,9,158132109198820003388407581050795885019,0.04320804971885173
10,10,336618196041370646904654143664575619371,0.09707013909440664
10,11,22515859409841344950140367028701685132,0.11068363421130512
10,12,167457927841878024987438626971839418448,0.048239124001183784
10,13,239516573699358232964428578860039229539,0.07073098549866824
10,14,58096894227073302392463231960852843194,0.08049718851731281
10,15,90324165964240488513064291149262638434,0.14087007990529743
10,16,115723418670154399126934440181947368212,0.09559041136430897
10,17,42589721795691812430601097754944547167,0.037585084344480615
10,18,156572392515444762239869308173448919555,0.1926605504587156
10,19,89627497477944384960891270154962172576,0.07812962414915656
10,20,147155513553082671729570463512784648282,0.086712044983723
10,21,93968871066351314574028297934832144221,0.11157147084936371
10,22,251582622668568733185909613023492896645,0.07043503995264871
10,23,311882828592339814974766159877489869298,0.06895531222255105
10,24,194032102040341848704231204118941059982,0.04794317845516425
10,25,89542176719484835489466390981460062317,0.10239715892275822
10,26,136975410925040704752446654707609397384,0.03965670316661734
10,27,56564023865838019748616044504430876043,0.06865936667653152
10,28,264790771557023252797650407903578485211,0.08079313406333234
10,29,49958976142339889089590255947561761593,0.0656999112163362
10,30,144396395561827308457636323503164385137,0.08020124297129329
10,31,117944870770376574570629086997322236786,0.07043503995264871
10,32,136698571440045714451660711478187720075,0.08227286179343
10,33,171167167786414320298239140256436364310,0.10091743119266056
10,34,223615489555774969339705687172548759201,0.1541876294761764
10,35,319017566784255912561781419932435749916,0.10831606984314886
10,36,59016561560771681992968499229901809484,0.06895531222255105
10,37,141987303788331821764890481492481050631,0.105060668836934
10,38,78610220014474579591320667133727270886,0.11808227286179343
10,39,274618391335762045008486196288351770208,0.06007694584196508
11,0,81749406563266146041182987692072157452,0.16349161216946262
11,1,225622091231944471235930466275662989682,0.13903895365368213
11,2,22172789747325783492681719456827994009,0.07847597384134206
11,3,91252344500293014949727514446172814420,0.10491896502701166
11,4,276225050826146392709054188818474943781,0.15353994882001706
11,5,303105061569239310585978992750615215834,0.14273528575490474
11,6,110798961928521748666556615026558238076,0.09326130224623258
11,7,117896430878698477058528508665565421976,0.07705430764856412
11,8,298944717562634499501495464128256443370,0.14927495024168325
11,9,60919529960980012589763247924771562779,0.04634631788456071
11,10,123381662130114290505299034615680494098,0.17059994313335228
11,11,318140898580615011318241793181111284451,0.10975263008245664
11,12,258141434321801872230247622204180887874,0.13164628945123685
11,13,30315138795897829478455257935711629972,0.1305089564970145
11,14,164607663336749816897165890790315910172,0.1660506113164629
11,15,65496547970300099238064703897710175231,0.07392664202445266
11,16,5290406262925633799567393903120522380,0.18879727040090988
11,17,97541963076375384671232509845875587201,0.07165197611600796
11,18,218507781895006984520977895681390012020,0.059425646858117714
11,19,329115964551125015891454778828733701003,0.08018197327267558
11,20,109995447639085857093053725480110901799,0.09553596815467728
11,21,241608940831285112003112999676183976664,0.09980096673301109
11,22,319968402247138317233643675692700958167,0.11259596246801251
11,23,278994342622546480760709757769955524781,0.14102928632357123
11,24,330874796592783285609676735655577451016,0.0730736423087859
11,25,221943126318665722532084095651150137623,0.09582030139323287
11,26,164890231821533325557781359227230818385,0.16462894512368495
11,27,158042611135757640801407137504013755724,0.10690929769690077
11,28,241837431702932795221438792956078702515,0.07421097526300825
11,29,49734865305907213763492251526061935973,0.1148706283764572
11,30,112134523454030677849634218264774870643,0.11344896218367927
11,31,205231922920847023655212367830443437987,0.08131930622689792
11,32,284826062743377814095589948698384500958,0.1265282911572363
11,33,306106034317163403100800256645188647418,0.14984361671879443
11,34,98157930630281379252195276191587881072,0.09155530281489906
11,35,295881645254531604035257947166640519305,0.18908160363946544
11,36,330069297025270487419194992605277207450,0.10235996588001137
11,37,305777248601488976147172584915744029880,0.07421097526300825
11,38,43336340018414871052012059104998493029,0.060278646573784476
11,39,301187958373773586687554475962376733417,0.2032982655672448
12,0,22021360201058033009503932091406902396,0.14281805745554035
12,1,38871368139148931436405159787857440181,0.20383036935704515
12,2,170273697645973135051938568736367497720,0.17400820793433652
12,3,221113567046892915602394491397855807521,0.1411764705882353
12,4,88531941701257703368009244411193961877,0.13187414500683994
12,5,214956891320509136613514634432294100730,0.0667578659370725
12,6,140419299998068537734255976838831102928,0.22982216142270862
12,7,4507180627539536559122563556389330993,0.14993160054719562
12,8,181162943647077703740692451125621835215,0.12722298221614228
12,9,56884366076541264407731379277427921110,0.08837209302325581
12,10,28982309477974958321446803316677108393,0.12202462380300957
12,11,117683163903303856908323752043715789234,0.13433652530779755
12,12,58461844245330458200425022209217713068,0.10889192886456908
12,13,16800377141189940595804449131254198896,0.2859097127222982
12,14,103722233523586360038232080216008378676,0.10013679890560875
12,15,287200270445400301252910048430347938730,0.12476060191518468
12,16,96857031034181676089019967443988202616,0.14829001367989056
12,17,302872380769048725966847920075478783777,0.2
12,18,292155963253045692312548947520132537801,0.11354309165526676
12,19,294388145393567608284859546999973728036,0.10369357045143639
12,20,229101438417755890532079180727137475325,0.0746922024623803
12,21,275438724604846076094572537381999802074,0.16169630642954858
12,22,134884089984108124860470500472447541221,0.16552667578659372
12,23,150192611285019550262477986006702513404,0.07332421340629275
12,24,135294192185738999750550432902177212473,0.13461012311901505
12,25,230814655955700783912404251613142209339,0.10013679890560875
12,26,38567759517841004953464166209426131142,0.08891928864569083
12,27,336752041183786029408956677089898341467,0.09411764705882353
12,28,63968549574619085027474657839949807191,0.30752393980848153
12,29,131425724525131831328555243653798615225,0.34774281805745555
12,30,154932281901338740466674629588711752725,0.19699042407660738
12,31,246696552640612618949611538854335816932,0.05499316005471956
12,32,207708037904347491761664700699835670856,0.09521203830369357
12,33,96496706895694897419997185207832140804,0.11983584131326949
12,34,270260895160067650110533493585800542445,0.09220246238030096
12,35,47511685332787787916366103886365938522,0.08098495212038304
12,36,246514329086738022886761628143576111023,0.20738714090287277
12,37,292295533981075976216302085324570523223,0.1548563611491108
12,38,166463487214581905119325276450410966196,0.12393980848153215
12,39,22405268843553319138364843284057869155,0.15813953488372093
13,0,232640037950896949424152833460301315079,0.07724756129712629
13,1,282983295494358301808657987538690796503,0.07513841286580543
13,2,216093449745997272820196105913027130134,0.09860268916424994
