sample_id,iteration,seed,Total share infected,Peak share infected
17,9,254017801381355562273823736037968899561,0.3080168776371308,0.0970464135021097
18,0,107151634352283331143945477725573265655,0.4597014925373134,0.15522388059701492
18,1,86933479368046068160574980975964684633,0.7014925373134329,0.191044776119403
18,2,131289888791993195873779041061850762387,0.6567164179104478,0.18507462686567164
18,3,80529430357342897494124928463305526454,0.5791044776119403,0.21791044776119403
18,4,325748514578977665246282077807124900009,0.5701492537313433,0.14029850746268657
18,5,207880110676237094648314317319297594650,0.5134328358208955,0.14029850746268657
18,6,140370338680045186988167987635661825452,0.48955223880597015,0.16119402985074627
18,7,1568154120715236400065033177614852879,0.6358208955223881,0.16716417910447762
18,8,232000938213237834741331654561346324672,0.6149253731343284,0.1582089552238806
18,9,42393471116251912379909967094910248210,0.564179104477612,0.13432835820895522
19,0,193428039192016463543985267371756672473,0.413391557496361,0.13828238719068414
19,1,100959888277346253043140191476290816820,0.6142649199417758,0.16011644832605532
19,2,259459081124569042810232260164478933849,0.5473071324599709,0.15138282387190685
19,3,127730086123076149541925727132402014939,0.487627365356623,0.1572052401746725
19,4,117540303751399005939747996096419285505,0.6157205240174672,0.15574963609898107
19,5,223769802940027415718123462553474942176,0.4949053857350801,0.14264919941775836
19,6,199201381580583074873154849745400901996,0.6637554585152838,0.1819505094614265
19,7,331464302377413375001854228402927698425,0.5735080058224163,0.1324599708879185
19,8,211761172293416162376926255526558838743,0.6462882096069869,0.17903930131004367
19,9,109330607867091054416201073991606102006,0.5647743813682679,0.16593886462882096
20,0,202325713392793023702929446649570410555,0.9492537313432836,0.2417910447761194
20,1,288826395712216144332878437988806793734,0.9074626865671642,0.23283582089552238
20,2,326335668699998107023484153397641800620,0.9104477611940298,0.2716417910447761
20,3,20898328511567856850364419871659312687,0.9582089552238806,0.2716417910447761
20,4,176704255205277359109461707706399375457,0.8477611940298507,0.2865671641791045
20,5,185608073929651629178245411475521480166,0.9402985074626866,0.2835820895522388
20,6,239023311246916290735769758101444691155,0.9313432835820895,0.25970149253731345
20,7,203362431033972976868150138282991068150,0.9611940298507463,0.2626865671641791
20,8,287903487167683306533933007058286889570,0.9611940298507463,0.2656716417910448
20,9,83502670415161782660354503828746143111,0.9761194029850746,0.28059701492537314
21,0,1202895535154176806929233272218814006,0.7880597014925373,0.33432835820895523
21,1,102187268986694454491540506675266982980,0.8417910447761194,0.3253731343283582
21,2,30330587598818190684156485494345141743,0.8208955223880597,0.37910447761194027
21,3,62464207020753749210441963703829905841,0.8029850746268656,0.3880597014925373
21,4,304840437351587535423596315714809074902,0.808955223880597,0.382089552238806
21,5,34745835051828269246560797727021238331,0.8388059701492537,0.37910447761194027
21,6,187646502777319113113440584174000057793,0.8537313432835821,0.3522388059701492
21,7,331995852349834086675815273944566677743,0.8298507462686567,0.3074626865671642
21,8,45009037198393400523318752639237386877,0.8059701492537313,0.3880597014925373
21,9,333342349005481922794441291625568135380,0.835820895522388,0.33432835820895523
22,0,191128724120434253485242177443233321638,0.5074626865671642,0.14328358208955225
22,1,68258458719522481595687079179490883339,0.5313432835820896,0.14328358208955225
22,2,230246089736453518600799725726554433842,0.4597014925373134,0.1373134328358209
22,3,62903480233769871782663411631986908027,0.5223880597014925,0.14328358208955225
22,4,41627879423059666612888039270633388544,0.6417910447761194,0.15522388059701492
22,5,229209305590032157288537801143721729149,0.5492537313432836,0.14626865671641792
22,6,192210989403439045849095049883484353778,0.5313432835820896,0.14029850746268657
22,7,322428514533453950415943373352637402981,0.5850746268656717,0.1701492537313433
22,8,40521027186268737416487820752967668479,0.5522388059701493,0.1791044776119403
22,9,106495994084486526496205902654647059061,0.4955223880597015,0.1761194029850746
23,0,301861416280284680792982489916732009971,0.9781659388646288,0.4759825327510917
23,1,338547547067514360314255382256636409701,0.9563318777292577,0.43231441048034935
23,2,218467120233972008390890064482677194259,0.9723435225618632,0.4570596797671033
23,3,149234647588004307121994545290805207339,0.9781659388646288,0.43231441048034935
23,4,170702217049733162047059178304339846685,0.982532751091703,0.47016011644832606
23,5,262634318196865383769876250789423719972,0.9970887918486172,0.48180494905385735
23,6,73963451582815111499005056165212262700,0.9723435225618632,0.47161572052401746
23,7,300281149837789562864594765332264409041,0.9403202328966521,0.48034934497816595
23,8,265717194600074029330720409971198601510,0.9796215429403202,0.47161572052401746
23,9,141971534154648038884733560330769359941,0.9868995633187773,0.4410480349344978
24,0,267926629742445244351041642035966298720,0.18080357142857142,0.09821428571428571
24,1,88453921895778789549131056730082972942,0.14955357142857142,0.09821428571428571
24,2,114042995963424189919396413782744148931,0.19196428571428573,0.09821428571428571
24,3,74363704144938793406935139097718093869,0.16741071428571427,0.09821428571428571
24,4,127467248379453532882683524571210080392,0.17857142857142858,0.09821428571428571
24,5,211612558594693099641553517587326764517,0.17857142857142858,0.09821428571428571
24,6,184616934015134041012349046827777604387,0.15178571428571427,0.09821428571428571
24,7,57801937806638217861270559119551761017,0.16517857142857142,0.09821428571428571
24,8,278571162280090878943717555947391626195,0.17857142857142858,0.09821428571428571
24,9,256418035133202896261641136038661406165,0.19419642857142858,0.09821428571428571
25,0,9054097506308375972029331529514787520,0.19304347826086957,0.09913043478260869
25,1,15915437218978262056846957456868047599,0.17739130434782607,0.09913043478260869
25,2,209159093391599977677291315508566616952,0.20869565217391303,0.09913043478260869
25,3,50243773784196416483977181387866063411,0.2,0.09913043478260869
25,4,155125890396433322802269466338267590986,0.17739130434782607,0.09913043478260869
25,5,142600701325762887203352760315946214990,0.17739130434782607,0.09913043478260869
25,6,296894206430711127968966761534845596370,0.17217391304347826,0.09913043478260869
25,7,183942272513356729170194126108860143497,0.17565217391304347,0.09913043478260869
25,8,192886672619562671597381305366382740645,0.18956521739130436,0.09913043478260869
25,9,124824385537476024789860166235297533904,0.1826086956521739,0.09913043478260869
26,0,267532458099207793731096881927866764034,0.4263392857142857,0.11160714285714286
26,1,24723236570435404074826108804328392560,0.36607142857142855,0.09821428571428571
26,2,34457724412926781269047520196921026074,0.39285714285714285,0.09821428571428571
26,3,43563188733341084245549825788997172944,0.39732142857142855,0.10044642857142858
26,4,260400667193524972089030047725699191851,0.4330357142857143,0.10267857142857142
26,5,94345110949655035970420773887698624015,0.3482142857142857,0.10491071428571429
26,6,298734487895823175446223045999515797742,0.28794642857142855,0.09821428571428571
26,7,138430083105766916821415960250608318517,0.37276785714285715,0.09821428571428571
26,8,140035262997182789812729410333288970492,0.36607142857142855,0.10714285714285714
26,9,70244723958147874547350642221492202669,0.390625,0.09821428571428571
27,0,191405649033510471451680917034119805489,0.16517857142857142,0.09821428571428571
27,1,91734934271712747741734467829883450732,0.15625,0.09821428571428571
27,2,93609958962796131355878021176520925366,0.22321428571428573,0.09821428571428571
27,3,314821634780184859578430000045487469970,0.20982142857142858,0.09821428571428571
27,4,61744578950797551948810055564704043029,0.20982142857142858,0.09821428571428571
27,5,336396313212075657650480808477217094936,0.234375,0.09821428571428571
27,6,272548234321165959827887501717002239780,0.20535714285714285,0.09821428571428571
27,7,43721017635627114312764839762470169639,0.22767857142857142,0.09821428571428571
27,8,123981184205963174950594138177174065142,0.18303571428571427,0.09821428571428571
27,9,273495581993100452228919002916451152343,0.21875,0.09821428571428571
28,0,178638146183619021143877690962835354176,0.18526785714285715,0.09821428571428571
28,1,260151968215800708879920059290787128481,0.19419642857142858,0.09821428571428571
28,2,134661590277194912261307054592185964337,0.14508928571428573,0.09821428571428571
28,3,309033154179120474033749805788488356862,0.15625,0.09821428571428571
28,4,68308646745454116295072414432142445466,0.16071428571428573,0.09821428571428571
28,5,46104051150020503343732050548358077994,0.17857142857142858,0.09821428571428571
28,6,151261091710299182325913820807759904128,0.20089285714285715,0.09821428571428571
28,7,290731186248461947127251247299765011763,0.16741071428571427,0.09821428571428571
28,8,125829173352587896624010408999649291955,0.18973214285714285,0.09821428571428571
28,9,305175271749716723510198077903442984796,0.16071428571428573,0.09821428571428571
29,0,212967953965219590144494887730952247442,0.4782608695652174,0.1426086956521739
29,1,67142124064863561191664590473176224198,0.49043478260869566,0.1408695652173913
29,2,14712018643162301776262489504170365648,0.4469565217391304,0.12521739130434784
29,3,57898143531568742595330460238086537316,0.5113043478260869,0.1443478260869565
29,4,8625135186995896180288561206152365803,0.47304347826086957,0.13217391304347825
29,5,319015754389344571425360431216727325653,0.528695652173913,0.1408695652173913
29,6,128436088481010754799475196804952260381,0.40347826086956523,0.11826086956521739
29,7,276670192006499677630825162120713208527,0.48695652173913045,0.1391304347826087
29,8,187764016489915028390713871137998180488,0.5321739130434783,0.1426086956521739
29,9,39045927189968328243300543466215795029,0.4330434782608696,0.1426086956521739
30,0,186041670982695900831639220845016639532,0.7628062360801782,0.20155902004454343
30,1,289322745188036205392848014018142506751,0.6681514476614699,0.2071269487750557
30,2,255331158405149621999961187367399683927,0.7383073496659243,0.21380846325167038
30,3,322463756287625096412903958662377556317,0.6536748329621381,0.17260579064587972
30,4,189629398893449386470156664425193205255,0.7238307349665924,0.23273942093541203
30,5,147823559412763850435702189205040787072,0.7839643652561247,0.21046770601336304
30,6,253196226175502924937363674205509853788,0.7026726057906458,0.19933184855233854
30,7,231568670107576862867603037920903464465,0.7149220489977728,0.22048997772828507
30,8,16009888907715498407055834402919781160,0.7538975501113586,0.23162583518930957
30,9,243902702710036976987522371430189192816,0.7271714922048997,0.17928730512249444
31,0,310192647513589452470910527116940978225,0.782258064516129,0.1774193548387097
31,1,61461151801071305664721032163704688915,0.5403225806451613,0.24193548387096775
31,2,80523436092798287863479381543916010799,0.7661290322580645,0.1693548387096774
31,3,129784053134699956423501081141979098640,0.5967741935483871,0.1935483870967742
31,4,62618419420029557465338594148012515811,0.717741935483871,0.20967741935483872
31,5,152034461741222789134829028315484148723,0.8306451612903226,0.24193548387096775
31,6,97417909883413373444788847294810050488,0.8548387096774194,0.20967741935483872
31,7,168639891906793011315346704306053451119,0.6532258064516129,0.20161290322580644
31,8,279201402217059424760480322468013859976,0.532258064516129,0.1935483870967742
31,9,321116241103486541991492456358462708333,0.8064516129032258,0.25806451612903225
32,0,44939996839343115687316842973132275250,0.15812917594654788,0.09910913140311804
32,1,107135816145002134371568537509989743217,0.16703786191536749,0.09910913140311804
32,2,74702374215651332592771835546032160343,0.16592427616926503,0.09910913140311804
32,3,251000626978674611637339623842431354244,0.15924276169265034,0.09910913140311804
32,4,96190635924129624365267640573206303895,0.19042316258351893,0.09910913140311804
32,5,288397882348140762857078768117851039591,0.16815144766146994,0.09910913140311804
32,6,270441556507543413229494421509678409098,0.16481069042316257,0.09910913140311804
32,7,193653077364223439759439586014841358671,0.1514476614699332,0.09910913140311804
32,8,63402946099405720057959901350527105155,0.16146993318485522,0.09910913140311804
32,9,155607507721421171330048906389692829410,0.15924276169265034,0.09910913140311804
33,0,309122900487084018387491111000909513170,0.8385300668151447,0.2873051224944321
33,1,327499004916306495099425565565715117268,0.7839643652561247,0.2717149220489978
33,2,38267883948959496947182203318717273469,0.7494432071269488,0.23496659242761692
33,3,32796610462907381715280141832493522295,0.7873051224944321,0.26169265033407574
33,4,264386900789184920489690771460993038455,0.7973273942093542,0.28507795100222716
33,5,14060871205478004850085424569069494468,0.7917594654788419,0.30846325167037864
33,6,123138541409313219947962791938152756527,0.7962138084632516,0.29175946547884185
33,7,78916658694469880651712117606956554424,0.8207126948775055,0.26057906458797325
33,8,235048884650422734731330595152695777968,0.7895322939866369,0.267260579064588
33,9,223959407844455020546734927445129812578,0.7572383073496659,0.26280623608017817
34,0,169814877458438476595365357866534886095,0.7383073496659243,0.21380846325167038
34,1,102755429235137012592044998851370398138,0.7628062360801782,0.19821826280623608
34,2,301127644188708443722490311841354356254,0.7171492204899778,0.21714922048997773
34,3,15898443994674644595125653530362744079,0.7817371937639198,0.21714922048997773
34,4,33954657009526583281394285154201601224,0.700445434298441,0.19933184855233854
34,5,174742007237268767943156623057117146069,0.7461024498886414,0.19821826280623608
34,6,124763246952407895574466445298343473058,0.7171492204899778,0.20935412026726058
34,7,309707242314971368130838561061879866915,0.7060133630289532,0.20155902004454343
34,8,210483909794494551386677878458422918962,0.720489977728285,0.18262806236080179
34,9,272384296774960355459687171473829464289,0.7015590200445434,0.19042316258351893
35,0,125070697700582315387909380882630077896,0.3225806451612903,0.13709677419354838
35,1,238444599957555611294109893884096414964,0.1935483870967742,0.0967741935483871
35,2,14716023173316485790747435673597893023,0.1935483870967742,0.0967741935483871
35,3,10342019505513519122467472820235818677,0.21774193548387097,0.11290322580645161
35,4,214296774377778016845803554333599255042,0.27419354838709675,0.11290322580645161
35,5,127019431342749387244185141696821797662,0.20967741935483872,0.11290322580645161
35,6,304345780266268238202164262901906219151,0.16129032258064516,0.0967741935483871
35,7,78138967796076396793984725994015542713,0.24193548387096775,0.12096774193548387
35,8,49206387781185992413222764189408785806,0.1693548387096774,0.0967741935483871
35,9,176487558245633762708174590540486372631,0.1935483870967742,0.10483870967741936
36,0,99998980879589726032310104631748639414,0.32838038632986627,0.11144130757800892
36,1,93459708612412629876057812210489649461,0.4234769687964339,0.12184249628528974
36,2,233669192940987971304291752323935931692,0.4026745913818722,0.10549777117384844
36,3,194273173461788871900435420750236178245,0.3655274888558692,0.09955423476968796
36,4,241016765101178629619136537055901785611,0.37444279346210996,0.11144130757800892
36,5,323998129553900752498052528910541821865,0.487369985141159,0.1337295690936107
36,6,33840485677574456399647505823762186496,0.4442793462109955,0.1263001485884101
36,7,202083224544187276111829448129251609632,0.3135215453194651,0.10846953937592868
36,8,333984701613771209021202517021118479002,0.3803863298662704,0.11738484398216939
36,9,281526795962329574537015370736200652878,0.39078751857355126,0.1352154531946508
37,0,95887280160843847555818036308271458817,0.33810888252148996,0.10315186246418338
37,1,79291014145716095625198402486847205240,0.37822349570200575,0.09742120343839542
37,2,182268790563032483851394221894578870487,0.2808022922636103,0.10315186246418338
37,3,339787294000511362783308858443933054952,0.4068767908309456,0.15759312320916904
37,4,168910481036661530349387252160601624910,0.40974212034383956,0.12607449856733524
37,5,158655182655047622509447678082809052517,0.28653295128939826,0.11174785100286533
37,6,180749966508081351436999312969482080509,0.36103151862464183,0.10601719197707736
37,7,123190920029082479973604353526001272922,0.38108882521489973,0.14040114613180515
37,8,333419327554598744642702686341799772308,0.5071633237822349,0.12893982808022922
37,9,42910620308987611913673395489085346974,0.40974212034383956,0.12320916905444126
38,0,304990410461785758662191661135121714488,0.2555720653789004,0.09955423476968796
38,1,336594080335627802707741106094490736263,0.24814264487369986,0.1025260029717682
38,2,47025796321840097980994840796275867705,0.24665676077265974,0.09955423476968796
38,3,320172803794998820071476913122814094276,0.2867756315007429,0.11589895988112928
38,4,310290882273413029181458194543633247346,0.2674591381872214,0.10549777117384844
38,5,266038980051061142912255638446293311563,0.22734026745913818,0.09955423476968796
38,6,141926779988759479958347481824010432409,0.26300148588410105,0.09955423476968796
38,7,21747745300597623649339582871823231005,0.2288261515601783,0.09955423476968796
38,8,215878548316954193033179825285901908182,0.27340267459138184,0.10698365527488855
